,order_details_id,order_id,order_date,order_time,item_id
90,91,36,1/1/23,4:54:09 PM,108
91,92,37,1/1/23,4:56:09 PM,117
92,93,37,1/1/23,4:56:09 PM,129
93,94,38,1/1/23,5:03:00 PM,109
94,95,38,1/1/23,5:03:00 PM,110
95,96,39,1/1/23,5:07:23 PM,117
96,97,40,1/1/23,5:14:36 PM,125
97,98,40,1/1/23,5:14:36 PM,105
98,99,41,1/1/23,5:15:20 PM,125
99,100,41,1/1/23,5:15:20 PM,126
100,101,42,1/1/23,5:28:09 PM,107
101,102,42,1/1/23,5:28:09 PM,124
102,103,42,1/1/23,5:28:09 PM,129
103,104,42,1/1/23,5:28:09 PM,118
104,105,43,1/1/23,5:38:34 PM,103
105,106,43,1/1/23,5:38:34 PM,117
106,107,43,1/1/23,5:38:34 PM,118
107,108,44,1/1/23,5:54:20 PM,130
108,109,45,1/1/23,5:55:48 PM,125
109,110,45,1/1/23,5:55:48 PM,109
110,111,45,1/1/23,5:55:48 PM,106
111,112,46,1/1/23,6:25:51 PM,104
112,113,46,1/1/23,6:25:51 PM,108
113,114,46,1/1/23,6:25:51 PM,106
114,115,47,1/1/23,6:26:34 PM,105
115,116,47,1/1/23,6:26:34 PM,132
116,117,48,1/1/23,6:26:42 PM,104
117,118,48,1/1/23,6:26:42 PM,126
118,119,48,1/1/23,6:26:42 PM,119
119,120,48,1/1/23,6:26:42 PM,122
120,121,49,1/1/23,6:33:00 PM,120
122,123,51,1/1/23,6:48:28 PM,101
123,124,51,1/1/23,6:48:28 PM,112
124,125,52,1/1/23,6:53:02 PM,109
125,126,52,1/1/23,6:53:02 PM,129
126,127,52,1/1/23,6:53:02 PM,122
127,128,53,1/1/23,6:54:17 PM,112
128,129,53,1/1/23,6:54:17 PM,123
129,130,54,1/1/23,7:01:45 PM,119
130,131,54,1/1/23,7:01:45 PM,106
131,132,55,1/1/23,7:03:19 PM,118
132,133,55,1/1/23,7:03:19 PM,122
133,134,56,1/1/23,7:07:00 PM,108
134,135,56,1/1/23,7:07:00 PM,128
135,136,56,1/1/23,7:07:00 PM,105
136,137,57,1/1/23,7:10:51 PM,108
137,138,58,1/1/23,7:30:40 PM,124
138,139,58,1/1/23,7:30:40 PM,113
139,140,59,1/1/23,7:40:08 PM,127
140,141,59,1/1/23,7:40:08 PM,112
141,142,59,1/1/23,7:40:08 PM,113
142,143,60,1/1/23,8:05:16 PM,104
143,144,60,1/1/23,8:05:16 PM,125
144,145,61,1/1/23,8:08:43 PM,101
145,146,61,1/1/23,8:08:43 PM,117
146,147,62,1/1/23,8:50:16 PM,101
147,148,62,1/1/23,8:50:16 PM,123
148,149,63,1/1/23,8:51:42 PM,112
149,150,64,1/1/23,8:52:08 PM,107
150,151,65,1/1/23,9:16:00 PM,112
151,152,65,1/1/23,9:16:00 PM,120
152,153,65,1/1/23,9:16:00 PM,122
153,154,65,1/1/23,9:16:00 PM,123
154,155,66,1/1/23,9:47:55 PM,108
155,156,66,1/1/23,9:47:55 PM,110
156,157,67,1/1/23,10:03:40 PM,105
157,158,68,1/1/23,10:07:32 PM,108
158,159,68,1/1/23,10:07:32 PM,117
159,160,68,1/1/23,10:07:32 PM,117
160,161,69,1/1/23,10:12:13 PM,101
161,162,70,1/2/23,11:38:51 AM,127
162,163,70,1/2/23,11:38:51 AM,121
163,164,71,1/2/23,11:40:50 AM,106
164,165,72,1/2/23,11:57:25 AM,131
165,166,73,1/2/23,11:58:56 AM,106
166,167,74,1/2/23,12:01:12 PM,124
167,168,74,1/2/23,12:01:12 PM,129
168,169,74,1/2/23,12:01:12 PM,130
169,170,74,1/2/23,12:01:12 PM,123
170,171,75,1/2/23,12:10:15 PM,117
171,172,75,1/2/23,12:10:15 PM,128
172,173,75,1/2/23,12:10:15 PM,111
173,174,76,1/2/23,12:21:17 PM,107
174,175,76,1/2/23,12:21:17 PM,109
175,176,76,1/2/23,12:21:17 PM,127
176,177,76,1/2/23,12:21:17 PM,122
177,178,77,1/2/23,12:22:46 PM,101
178,179,77,1/2/23,12:22:46 PM,109
179,180,78,1/2/23,12:28:14 PM,107
180,181,78,1/2/23,12:28:14 PM,108
181,182,78,1/2/23,12:28:14 PM,125
182,183,78,1/2/23,12:28:14 PM,110
183,184,78,1/2/23,12:28:14 PM,122
184,185,78,1/2/23,12:28:14 PM,106
185,186,79,1/2/23,12:29:11 PM,110
186,187,79,1/2/23,12:29:11 PM,112
187,188,79,1/2/23,12:29:11 PM,106
188,189,80,1/2/23,12:35:38 PM,113
189,190,80,1/2/23,12:35:38 PM,106
190,191,81,1/2/23,12:40:01 PM,106
191,192,82,1/2/23,12:45:51 PM,107
192,193,82,1/2/23,12:45:51 PM,102
193,194,82,1/2/23,12:45:51 PM,122
194,195,82,1/2/23,12:45:51 PM,132
195,196,83,1/2/23,12:53:27 PM,105
196,197,84,1/2/23,1:13:41 PM,113
197,198,85,1/2/23,1:34:49 PM,108
198,199,85,1/2/23,1:34:49 PM,108
199,200,85,1/2/23,1:34:49 PM,117
200,201,85,1/2/23,1:34:49 PM,114
201,202,86,1/2/23,1:40:31 PM,109
202,203,87,1/2/23,2:01:02 PM,110
203,204,87,1/2/23,2:01:02 PM,129
204,205,87,1/2/23,2:01:02 PM,123
205,206,87,1/2/23,2:01:02 PM,123
206,207,88,1/2/23,2:10:08 PM,124
207,208,89,1/2/23,2:30:19 PM,121
208,209,89,1/2/23,2:30:19 PM,106
209,210,90,1/2/23,3:08:48 PM,120
210,211,90,1/2/23,3:08:48 PM,106
211,212,91,1/2/23,3:14:43 PM,101
212,213,91,1/2/23,3:14:43 PM,104
213,214,91,1/2/23,3:14:43 PM,113
214,215,92,1/2/23,3:17:02 PM,101
215,216,92,1/2/23,3:17:02 PM,117
216,217,92,1/2/23,3:17:02 PM,117
217,218,92,1/2/23,3:17:02 PM,127
218,219,92,1/2/23,3:17:02 PM,113
219,220,92,1/2/23,3:17:02 PM,118
220,221,92,1/2/23,3:17:02 PM,131
221,222,92,1/2/23,3:17:02 PM,123
222,223,92,1/2/23,3:17:02 PM,114
223,224,93,1/2/23,3:29:31 PM,120
224,225,94,1/2/23,4:17:16 PM,110
225,226,94,1/2/23,4:17:16 PM,105
226,227,95,1/2/23,4:18:04 PM,111
227,228,95,1/2/23,4:18:04 PM,118
228,229,96,1/2/23,4:21:20 PM,111
229,230,97,1/2/23,4:45:33 PM,107
230,231,98,1/2/23,5:18:18 PM,108
231,232,98,1/2/23,5:18:18 PM,111
232,233,99,1/2/23,5:45:42 PM,117
233,234,100,1/2/23,5:46:17 PM,109
234,235,101,1/2/23,5:51:33 PM,102
235,236,101,1/2/23,5:51:33 PM,113
236,237,101,1/2/23,5:51:33 PM,121
237,238,101,1/2/23,5:51:33 PM,122
238,239,102,1/2/23,5:54:04 PM,101
239,240,102,1/2/23,5:54:04 PM,119
240,241,103,1/2/23,6:02:09 PM,123
241,242,104,1/2/23,6:02:12 PM,101
242,243,104,1/2/23,6:02:12 PM,103
243,244,104,1/2/23,6:02:12 PM,127
244,245,104,1/2/23,6:02:12 PM,132
245,246,105,1/2/23,6:12:01 PM,109
246,247,105,1/2/23,6:12:01 PM,113
247,248,105,1/2/23,6:12:01 PM,119
248,249,106,1/2/23,6:12:13 PM,129
249,250,106,1/2/23,6:12:13 PM,122
250,251,107,1/2/23,6:25:09 PM,102
251,252,107,1/2/23,6:25:09 PM,117
252,253,107,1/2/23,6:25:09 PM,122
253,254,107,1/2/23,6:25:09 PM,132
254,255,108,1/2/23,6:25:25 PM,108
255,256,108,1/2/23,6:25:25 PM,109
256,257,108,1/2/23,6:25:25 PM,123
257,258,109,1/2/23,6:27:50 PM,110
258,259,109,1/2/23,6:27:50 PM,117
259,260,109,1/2/23,6:27:50 PM,113
260,261,109,1/2/23,6:27:50 PM,119
261,262,110,1/2/23,6:36:19 PM,107
262,263,110,1/2/23,6:36:19 PM,111
263,264,110,1/2/23,6:36:19 PM,121
264,265,110,1/2/23,6:36:19 PM,122
265,266,111,1/2/23,6:38:01 PM,102
266,267,111,1/2/23,6:38:01 PM,124
267,268,111,1/2/23,6:38:01 PM,113
268,269,111,1/2/23,6:38:01 PM,130
269,270,112,1/2/23,6:41:40 PM,113
270,271,113,1/2/23,6:50:21 PM,102
271,272,113,1/2/23,6:50:21 PM,129
272,273,113,1/2/23,6:50:21 PM,105
273,274,114,1/2/23,6:59:32 PM,113
274,275,114,1/2/23,6:59:32 PM,120
275,276,115,1/2/23,7:05:17 PM,107
276,277,115,1/2/23,7:05:17 PM,111
277,278,115,1/2/23,7:05:17 PM,106
278,279,116,1/2/23,7:18:49 PM,124
279,280,117,1/2/23,7:23:02 PM,118
280,281,117,1/2/23,7:23:02 PM,120
281,282,118,1/2/23,7:26:59 PM,119
282,283,118,1/2/23,7:26:59 PM,131
283,284,119,1/2/23,7:32:29 PM,125
284,285,120,1/2/23,7:35:07 PM,108
285,286,120,1/2/23,7:35:07 PM,109
286,287,120,1/2/23,7:35:07 PM,131
287,288,121,1/2/23,7:38:48 PM,101
288,289,121,1/2/23,7:38:48 PM,125
289,290,121,1/2/23,7:38:48 PM,120
290,291,121,1/2/23,7:38:48 PM,105
291,292,122,1/2/23,7:50:19 PM,117
292,293,123,1/2/23,8:12:09 PM,110
293,294,124,1/2/23,8:12:34 PM,101
294,295,124,1/2/23,8:12:34 PM,120
295,296,124,1/2/23,8:12:34 PM,122
296,297,124,1/2/23,8:12:34 PM,114
298,299,126,1/2/23,8:53:42 PM,132
299,300,127,1/2/23,8:58:23 PM,113
300,301,128,1/2/23,9:05:06 PM,122
301,302,129,1/2/23,9:13:02 PM,107
302,303,129,1/2/23,9:13:02 PM,114
303,304,130,1/2/23,9:14:55 PM,109
304,305,130,1/2/23,9:14:55 PM,110
305,306,130,1/2/23,9:14:55 PM,129
306,307,130,1/2/23,9:14:55 PM,105
307,308,131,1/2/23,9:33:10 PM,104
308,309,131,1/2/23,9:33:10 PM,124
309,310,131,1/2/23,9:33:10 PM,126
310,311,131,1/2/23,9:33:10 PM,123
311,312,132,1/2/23,9:42:45 PM,113
312,313,133,1/2/23,10:00:17 PM,101
313,314,133,1/2/23,10:00:17 PM,109
314,315,133,1/2/23,10:00:17 PM,114
315,316,134,1/2/23,10:13:24 PM,107
316,317,134,1/2/23,10:13:24 PM,105
317,318,134,1/2/23,10:13:24 PM,123
318,319,135,1/2/23,10:29:34 PM,132
319,320,136,1/2/23,10:32:49 PM,124
320,321,136,1/2/23,10:32:49 PM,118
321,322,137,1/3/23,11:34:10 AM,128
322,323,137,1/3/23,11:34:10 AM,113
323,324,137,1/3/23,11:34:10 AM,122
324,325,138,1/3/23,11:44:50 AM,102
325,326,138,1/3/23,11:44:50 AM,125
326,327,138,1/3/23,11:44:50 AM,127
327,328,138,1/3/23,11:44:50 AM,120
328,329,139,1/3/23,11:57:39 AM,124
329,330,140,1/3/23,12:26:44 PM,119
330,331,140,1/3/23,12:26:44 PM,132
331,332,141,1/3/23,1:16:01 PM,108
332,333,142,1/3/23,1:33:59 PM,126
333,334,143,1/3/23,1:41:36 PM,102
334,335,143,1/3/23,1:41:36 PM,108
335,336,143,1/3/23,1:41:36 PM,109
336,337,143,1/3/23,1:41:36 PM,129
337,338,143,1/3/23,1:41:36 PM,113
338,339,143,1/3/23,1:41:36 PM,119
339,340,143,1/3/23,1:41:36 PM,106
340,341,143,1/3/23,1:41:36 PM,132
341,342,144,1/3/23,1:44:28 PM,101
342,343,144,1/3/23,1:44:28 PM,107
343,344,144,1/3/23,1:44:28 PM,102
344,345,144,1/3/23,1:44:28 PM,104
345,346,144,1/3/23,1:44:28 PM,124
346,347,144,1/3/23,1:44:28 PM,125
347,348,144,1/3/23,1:44:28 PM,112
348,349,144,1/3/23,1:44:28 PM,105
349,350,144,1/3/23,1:44:28 PM,105
350,351,144,1/3/23,1:44:28 PM,122
351,352,144,1/3/23,1:44:28 PM,106
352,353,144,1/3/23,1:44:28 PM,132
353,354,145,1/3/23,1:53:48 PM,114
354,355,146,1/3/23,2:22:10 PM,102
355,356,146,1/3/23,2:22:10 PM,125
356,357,146,1/3/23,2:22:10 PM,109
358,359,148,1/3/23,2:40:42 PM,128
359,360,149,1/3/23,2:48:45 PM,131
360,361,150,1/3/23,2:49:58 PM,113
361,362,151,1/3/23,3:09:34 PM,105
362,363,151,1/3/23,3:09:34 PM,123
363,364,152,1/3/23,3:09:42 PM,109
364,365,152,1/3/23,3:09:42 PM,131
365,366,152,1/3/23,3:09:42 PM,106
366,367,152,1/3/23,3:09:42 PM,114
367,368,153,1/3/23,3:16:34 PM,129
368,369,154,1/3/23,3:22:43 PM,119
369,370,155,1/3/23,3:28:59 PM,104
370,371,155,1/3/23,3:28:59 PM,111
371,372,155,1/3/23,3:28:59 PM,113
372,373,155,1/3/23,3:28:59 PM,118
373,374,156,1/3/23,3:42:19 PM,111
374,375,156,1/3/23,3:42:19 PM,106
375,376,157,1/3/23,3:43:03 PM,117
376,377,157,1/3/23,3:43:03 PM,128
377,378,157,1/3/23,3:43:03 PM,120
378,379,157,1/3/23,3:43:03 PM,130
379,380,158,1/3/23,3:54:30 PM,127
380,381,158,1/3/23,3:54:30 PM,106
381,382,159,1/3/23,3:59:22 PM,125
382,383,159,1/3/23,3:59:22 PM,106
383,384,160,1/3/23,4:35:33 PM,108
384,385,161,1/3/23,4:43:46 PM,109
385,386,161,1/3/23,4:43:46 PM,122
387,388,162,1/3/23,4:51:22 PM,107
388,389,163,1/3/23,4:54:54 PM,109
389,390,163,1/3/23,4:54:54 PM,113
390,391,163,1/3/23,4:54:54 PM,114
391,392,164,1/3/23,4:56:33 PM,102
392,393,164,1/3/23,4:56:33 PM,113
393,394,165,1/3/23,4:57:37 PM,119
394,395,166,1/3/23,4:58:51 PM,119
395,396,167,1/3/23,5:00:49 PM,101
396,397,167,1/3/23,5:00:49 PM,117
397,398,167,1/3/23,5:00:49 PM,113
398,399,168,1/3/23,5:02:27 PM,107
399,400,168,1/3/23,5:02:27 PM,132
400,401,169,1/3/23,5:15:48 PM,125
401,402,169,1/3/23,5:15:48 PM,110
402,403,169,1/3/23,5:15:48 PM,120
403,404,170,1/3/23,5:21:31 PM,109
404,405,171,1/3/23,5:23:03 PM,111
405,406,172,1/3/23,5:29:24 PM,111
406,407,172,1/3/23,5:29:24 PM,123
407,408,172,1/3/23,5:29:24 PM,106
408,409,173,1/3/23,5:35:30 PM,102
409,410,173,1/3/23,5:35:30 PM,108
410,411,173,1/3/23,5:35:30 PM,132
411,412,174,1/3/23,5:37:49 PM,107
412,413,174,1/3/23,5:37:49 PM,102
413,414,174,1/3/23,5:37:49 PM,102
414,415,174,1/3/23,5:37:49 PM,110
415,416,175,1/3/23,5:50:51 PM,117
416,417,176,1/3/23,5:51:57 PM,102
417,418,176,1/3/23,5:51:57 PM,118
418,419,177,1/3/23,5:54:36 PM,111
419,420,177,1/3/23,5:54:36 PM,106
420,421,178,1/3/23,6:15:03 PM,118
421,422,179,1/3/23,6:20:14 PM,109
422,423,179,1/3/23,6:20:14 PM,120
423,424,179,1/3/23,6:20:14 PM,132
424,425,180,1/3/23,6:33:34 PM,108
425,426,180,1/3/23,6:33:34 PM,119
426,427,181,1/3/23,6:49:32 PM,129
427,428,182,1/3/23,6:50:10 PM,115
428,429,182,1/3/23,6:50:10 PM,118
429,430,183,1/3/23,6:54:55 PM,111
430,431,183,1/3/23,6:54:55 PM,130
431,432,183,1/3/23,6:54:55 PM,130
432,433,184,1/3/23,6:59:05 PM,109
433,434,185,1/3/23,7:08:33 PM,120
434,435,185,1/3/23,7:08:33 PM,130
435,436,186,1/3/23,7:36:00 PM,129
436,437,186,1/3/23,7:36:00 PM,105
437,438,186,1/3/23,7:36:00 PM,130
438,439,186,1/3/23,7:36:00 PM,106
439,440,187,1/3/23,7:37:12 PM,124
440,441,187,1/3/23,7:37:12 PM,130
441,442,188,1/3/23,8:08:39 PM,124
442,443,188,1/3/23,8:08:39 PM,113
443,444,188,1/3/23,8:08:39 PM,118
444,445,189,1/3/23,8:12:14 PM,107
445,446,189,1/3/23,8:12:14 PM,106
446,447,190,1/3/23,8:14:23 PM,101
447,448,190,1/3/23,8:14:23 PM,125
448,449,190,1/3/23,8:14:23 PM,112
449,450,190,1/3/23,8:14:23 PM,119
450,451,191,1/3/23,8:24:50 PM,102
451,452,191,1/3/23,8:24:50 PM,103
452,453,192,1/3/23,8:30:08 PM,120
453,454,192,1/3/23,8:30:08 PM,105
454,455,193,1/3/23,8:55:47 PM,107
455,456,193,1/3/23,8:55:47 PM,102
456,457,193,1/3/23,8:55:47 PM,103
457,458,194,1/3/23,9:21:24 PM,101
458,459,195,1/3/23,9:25:20 PM,101
459,460,196,1/3/23,9:40:14 PM,120
460,461,196,1/3/23,9:40:14 PM,122
461,462,196,1/3/23,9:40:14 PM,132
462,463,197,1/3/23,9:47:48 PM,125
463,464,197,1/3/23,9:47:48 PM,110
464,465,197,1/3/23,9:47:48 PM,127
465,466,197,1/3/23,9:47:48 PM,121
466,467,198,1/3/23,9:55:42 PM,107
467,468,198,1/3/23,9:55:42 PM,103
468,469,199,1/3/23,10:10:38 PM,103
470,471,201,1/3/23,10:29:59 PM,116
471,472,201,1/3/23,10:29:59 PM,104
472,473,201,1/3/23,10:29:59 PM,117
474,475,202,1/3/23,10:50:29 PM,102
475,476,203,1/4/23,11:30:48 AM,102
476,477,203,1/4/23,11:30:48 AM,127
477,478,203,1/4/23,11:30:48 AM,112
478,479,203,1/4/23,11:30:48 AM,114
479,480,204,1/4/23,11:36:25 AM,122
480,481,205,1/4/23,11:43:54 AM,102
481,482,205,1/4/23,11:43:54 AM,103
482,483,205,1/4/23,11:43:54 AM,119
483,484,206,1/4/23,11:45:10 AM,111
484,485,206,1/4/23,11:45:10 AM,113
485,486,206,1/4/23,11:45:10 AM,122
486,487,207,1/4/23,12:03:58 PM,122
487,488,208,1/4/23,12:12:05 PM,101
488,489,208,1/4/23,12:12:05 PM,101
489,490,208,1/4/23,12:12:05 PM,103
490,491,208,1/4/23,12:12:05 PM,113
491,492,208,1/4/23,12:12:05 PM,114
492,493,209,1/4/23,12:29:17 PM,102
493,494,210,1/4/23,12:34:13 PM,131
494,495,211,1/4/23,12:54:20 PM,113
495,496,212,1/4/23,1:16:03 PM,110
496,497,213,1/4/23,1:20:39 PM,125
497,498,214,1/4/23,1:39:16 PM,110
498,499,214,1/4/23,1:39:16 PM,117
499,500,214,1/4/23,1:39:16 PM,129
500,501,214,1/4/23,1:39:16 PM,130
501,502,215,1/4/23,1:44:49 PM,126
502,503,216,1/4/23,2:31:56 PM,101
503,504,216,1/4/23,2:31:56 PM,124
504,505,216,1/4/23,2:31:56 PM,109
505,506,217,1/4/23,2:35:03 PM,108
506,507,217,1/4/23,2:35:03 PM,131
507,508,218,1/4/23,2:35:11 PM,122
508,509,219,1/4/23,2:42:01 PM,101
509,510,219,1/4/23,2:42:01 PM,124
510,511,219,1/4/23,2:42:01 PM,118
511,512,219,1/4/23,2:42:01 PM,131
512,513,220,1/4/23,3:31:59 PM,109
513,514,220,1/4/23,3:31:59 PM,110
514,515,220,1/4/23,3:31:59 PM,111
515,516,220,1/4/23,3:31:59 PM,122
516,517,221,1/4/23,3:33:18 PM,124
517,518,221,1/4/23,3:33:18 PM,119
518,519,221,1/4/23,3:33:18 PM,114
519,520,222,1/4/23,3:46:38 PM,125
520,521,222,1/4/23,3:46:38 PM,120
521,522,223,1/4/23,4:08:20 PM,112
522,523,224,1/4/23,4:39:58 PM,103
523,524,224,1/4/23,4:39:58 PM,117
524,525,224,1/4/23,4:39:58 PM,111
525,526,224,1/4/23,4:39:58 PM,106
526,527,225,1/4/23,4:41:48 PM,101
527,528,225,1/4/23,4:41:48 PM,101
528,529,225,1/4/23,4:41:48 PM,105
529,530,226,1/4/23,4:59:39 PM,108
530,531,227,1/4/23,5:24:39 PM,101
531,532,227,1/4/23,5:24:39 PM,114
532,533,228,1/4/23,5:31:24 PM,127
533,534,229,1/4/23,5:37:57 PM,127
534,535,229,1/4/23,5:37:57 PM,119
535,536,229,1/4/23,5:37:57 PM,130
536,537,230,1/4/23,5:58:38 PM,106
537,538,231,1/4/23,6:04:18 PM,102
538,539,231,1/4/23,6:04:18 PM,111
539,540,231,1/4/23,6:04:18 PM,119
540,541,232,1/4/23,6:21:59 PM,101
541,542,232,1/4/23,6:21:59 PM,123
542,543,233,1/4/23,6:26:51 PM,131
543,544,234,1/4/23,6:36:09 PM,103
544,545,234,1/4/23,6:36:09 PM,117
545,546,234,1/4/23,6:36:09 PM,111
546,547,235,1/4/23,6:51:30 PM,102
547,548,236,1/4/23,7:21:04 PM,108
548,549,236,1/4/23,7:21:04 PM,126
549,550,237,1/4/23,7:27:48 PM,126
550,551,238,1/4/23,7:45:15 PM,130
551,552,239,1/4/23,7:57:52 PM,117
552,553,239,1/4/23,7:57:52 PM,106
553,554,240,1/4/23,8:10:24 PM,125
554,555,241,1/4/23,8:11:25 PM,120
555,556,241,1/4/23,8:11:25 PM,123
556,557,242,1/4/23,8:15:29 PM,116
557,558,242,1/4/23,8:15:29 PM,106
558,559,242,1/4/23,8:15:29 PM,132
559,560,243,1/4/23,8:26:17 PM,108
560,561,243,1/4/23,8:26:17 PM,123
561,562,244,1/4/23,8:26:22 PM,117
562,563,244,1/4/23,8:26:22 PM,122
563,564,245,1/4/23,8:28:41 PM,101
564,565,245,1/4/23,8:28:41 PM,104
565,566,246,1/4/23,8:30:48 PM,103
566,567,246,1/4/23,8:30:48 PM,113
567,568,247,1/4/23,8:55:29 PM,109
568,569,247,1/4/23,8:55:29 PM,120
569,570,247,1/4/23,8:55:29 PM,123
570,571,248,1/4/23,8:58:19 PM,109
571,572,248,1/4/23,8:58:19 PM,106
572,573,249,1/4/23,9:06:16 PM,101
573,574,249,1/4/23,9:06:16 PM,116
574,575,250,1/4/23,9:07:05 PM,125
575,576,251,1/4/23,9:10:05 PM,129
576,577,252,1/4/23,10:13:15 PM,119
577,578,253,1/4/23,10:16:18 PM,115
578,579,254,1/4/23,10:22:13 PM,101
579,580,254,1/4/23,10:22:13 PM,115
580,581,254,1/4/23,10:22:13 PM,124
581,582,255,1/5/23,11:23:35 AM,124
582,583,255,1/5/23,11:23:35 AM,126
583,584,255,1/5/23,11:23:35 AM,109
584,585,255,1/5/23,11:23:35 AM,131
585,586,256,1/5/23,11:56:06 AM,112
586,587,257,1/5/23,11:59:04 AM,102
587,588,257,1/5/23,11:59:04 AM,103
588,589,258,1/5/23,11:59:23 AM,108
589,590,259,1/5/23,12:04:25 PM,113
590,591,260,1/5/23,12:06:27 PM,124
591,592,260,1/5/23,12:06:27 PM,114
592,593,261,1/5/23,12:38:29 PM,115
593,594,262,1/5/23,12:42:01 PM,102
594,595,263,1/5/23,12:57:22 PM,130
595,596,264,1/5/23,1:03:59 PM,129
596,597,265,1/5/23,1:04:42 PM,103
597,598,265,1/5/23,1:04:42 PM,129
598,599,265,1/5/23,1:04:42 PM,120
599,600,265,1/5/23,1:04:42 PM,122
600,601,266,1/5/23,1:09:29 PM,118
601,602,267,1/5/23,1:37:50 PM,125
602,603,267,1/5/23,1:37:50 PM,128
603,604,267,1/5/23,1:37:50 PM,111
604,605,268,1/5/23,1:40:46 PM,117
605,606,268,1/5/23,1:40:46 PM,113
606,607,269,1/5/23,1:49:34 PM,103
607,608,270,1/5/23,2:09:02 PM,105
608,609,270,1/5/23,2:09:02 PM,130
609,610,270,1/5/23,2:09:02 PM,106
610,611,271,1/5/23,2:22:19 PM,107
611,612,271,1/5/23,2:22:19 PM,102
